lang,text
spa,"Si la cercanía al protestantismo trajo ""desunión más que unión"" al imperio británico, y el catolicismo unidad ideológica al español, es cuestión poco evidente;[14]​ siendo más bien las cuestiones económicas y el federalismo político los principios que proporcionaron unidad a un imperio que no podía sostener firmemente el principio de unidad religiosa (en:Imperial Federation -""federación imperial""- promovida Joseph Chamberlain)."
deu,"Das INTEROP V-Lab (International Virtual Laboratory for Enterprise Interoperability) ist ein Netzwerk aus Organisationen, das Wissenschaftler, Forschungszentren, Vertreter von Industrieinteressen und kleine und mittlere Unternehmen (KMU)s zusammenbringt. Sitz der Organisation ist Brüssel. Die Mitglieder stammen aus mehreren europäischen Ländern sowie aus China und repräsentieren 250 Wissenschaftler und 70 Organisationen."
pol,"W każdym jednakże przypadku, stypendium nie może wiązać się z ekwiwalentnym świadczeniem usług przez otrzymującego stypendium, na rzecz przyznającego, ponieważ powstanie wtedy zobowiązanie wzajemne w postaci umowy cywilnoprawnej o świadczenie usług (np. umowa zlecenia lub umowa o dzieło)."
pol,"W wyborach samorządowych w 2006 roku z list Komitetu Wyborczego Wyborców Podlasie XXI wieku kandydował na urząd prezydenta Białegostoku (uzyskał 1676 głosów (1,89%), zajmując przedostatnią, szóstą pozycję, wyprzedzając kandydata Samoobrony RP) oraz do Rady Miejskiej Białegostoku z okręgu wyborczego numer 4 (uzyskał 102 głosy)."
pol,"Większość komunikatorów udostępnia możliwość gromadzenia identyfikatorów znajomych osób na liście, przechowywanej przez aplikację kliencką (a w przypadku protokołu Jabber – przez serwer). Dzięki temu możliwe jest przypisywanie łatwiejszych do zapamiętania opisów do zazwyczaj mało znaczących identyfikatorów oferowanych przez sieci IM."
fra,"Dès les années 1920, les communes voisines d'Arnouville, Goussainville et dans une moindre mesure Louvres, desservies par la ligne ferroviaire Paris-Lille connurent une expansion démographique spectaculaire avec la création de nombreux lotissements de banlieue. Roissy, demeurée à l'écart du chemin de fer et de l'industrialisation restait un village agricole et s'appauvrit progressivement. Le nombre de commerces passa de quatre-vingt-quatre en 1896 à seulement dix-huit en 1964. Le même phénomène se produisit dans de nombreux autres villages du Pays de France non desservis par une voie ferrée."
nld,"De B6 loopt verder in zuidoostelijke richting langs de afrit Großkugel waar ze de A9 kruist. De weg passeert Schkeuditz met een rondweg waar de B186 op aansluit. Dan loopt B6 door Leipzig, waar een samenloopt is met zowel de B2 als de B87, waarbij de B2/B6 en de B6/B87 het Hauptbahnhof passeren. De B6 loopt in oostelijke richting de stad Leipzig uit en kruist bij de afrit Leipzig-Ost de A14 en loopt nu verder in oostelijke richting door Machern, Bennewitz waar ze samenloop kent met de B107 en Wurzen waar ze de rivier de Mulde kruist. De weg loopt dan verder in zuidoostelijke richting via Oschwatz, ten zuiden van de stad Riesa langs waar ze een samenloop kent met de B169. De B6 loopt nu verder in zuidoostelijke richting. Het laatste deel naar Dresden loopt over de westelijke oever van de rivier de Elbe door Niederwarthal, Meißen en Radebeul naar Dresden. In Dresden kruist ze bij Aansluiting Dresden-Altstadt de A4. De B6 loopt nu door het centrum van en steekt de rivier de Elbe over. In Dresden sluiten zuwel de B97, de B170 als de B173 aan op de B6. De B6 loopt in oostelijke richting, parallel aan de A4 de stad Dresden uit en loopt door Großharthau naar Bischofswerda waar ze aansluit op de rondweg war ze een samenloop heeft met de B98."
spa,"El trazado, que coincide con la actual posición y anchura de la Avenida Blasco Ibáñez, se inspiraba en las ideas de la Ciudad Jardín y no especificaba de qué forma se producía la solución de encuentro con Pueblo Nuevo del Mar, el cual todavía no se había incorporado a Valencia. Existe un trazado de este plan del año 1899, con el título de Paseo de Valencia al Cabañal."
spa,"El cuerpo Central de Defensa Federal (CDF) organiza constantes batidas para darle caza, pero nunca lo consiguen. Jack Acero (Steeljaw Jack) es un androide cazarrecompensas, especializado en armas de fuego que, al parecer, tiene predilección por vestirse de mafioso. Rhymer lo contrató para traer a Ally de vuelta a la Torre de Hierro, y más tarde se une a los subordinados del General. Marty lo destruye con la ayuda de Violeta cuando intenta impedir que rescaten a Ally de la Torre de hierro."
nld,"In oktober 1998 maakten wetenschappers van de University of Michigan bekend dat ze in 53 miljoen jaar oude gesteentelagen in Wyoming de resten, bestaand uit een onderkaak en enkele tanden, van een minuscuul diertje hadden ontdekt. Het nieuwe diertje was nauw verwant aan de spitsmuizen en werd Batodonoides vanhouteni genoemd. Aan de hand van het formaat van de tanden bepaalden de wetenschappers vervolgens het gewicht van Batodonoides."
deu,"Für die sechs Zaubertiere beginnt eine gefahrvolle Reise durch die nächtliche Stadt, um zu Martha Miller zu kommen. Doch ein paar Blechspielzeuge unter Führung der Marionette Rex wollen die Reisenden vernichten."
nld,Op zaterdag 7 oktober 2017 plaatste Costa Rica zich voor de vijfde keer voor de WK-eindronde. De ploeg speelde die dag in eigen huis met 1-1 gelijk tegen Honduras. Een kopbal van Kendall Watson diep in blessuretijd betekende dat de ploeg van bondscoach Óscar Ramírez zich kon opmaken voor deelname aan het WK voetbal 2018 in Rusland.
deu,"Die Vultee Vanguard beruht auf einer Idee der aus der „Aviation Manufacturing Corporation“ hervorgegangenen Firma Vultee Aircraft aus den späten 1930er-Jahren. Damals wurden aus einem gemeinsamen Satz von Tragflächen, Rumpfenden und Leitwerken vier Flugzeuge für unterschiedliche Aufgaben entwickelt:"
nld,"De band ontstond in 1984 toen twee leden van de toen net ontbonden Australische band The Birthday Party, Nick Cave en Mick Harvey, gezelschap kregen van Blixa Bargeld uit Einstürzende Neubauten (gitaar), Hugo Race (gitaar) en Barry Adamson uit Magazine (bas, piano). In deze samenstelling namen zij hun debuutalbum From Her To Eternity op. Tijdens hun eerste Australische tournee speelde ook bassist Tracy Pew van The Birthday Party mee."
pol,"Miasto ma urozmaiconą rzeźbę terenu z najwyższymi wzniesieniami: Góra św. Doroty (Dorotka) (382 m n.p.m.), Parcina (354 m), góra Kijowa (Kamionka) (345,5 m), Wzgórza Małobądzkie (308 m) ze wzniesieniem Syberki (ok. 300 m), wzniesienia Warpia (297 m) oraz Góra Zamkowa (285 m)."
por,"Conta com as escolas municipais Professor Escragnolle Doria, Anton Makarenko, Rubens Gomes, Raul Seixas, Escultor Leão Velloso (entre Pavuna e Costa Barros), Prefeito Marcos Tamoio, José Pedro Varella, Thomás Jefferson..."
eng,"The Trustees responded in 1879 by resolving to erect a new brick building, of two stories, to accommodate between 220 and 240 pupils. The new structure was opened in 1880. The final cost of construction was $17,094.49. The building later became the northeast wing of the old South Orange Junior High School, demolished when the present middle school was built."
deu,"Die wichtigsten Produzenten von Hüttenzinn waren 2007 die Volksrepublik China (151.000 Tonnen), Indonesien (78.000 Tonnen) und Peru (36.000 Tonnen), deren Anteil zusammen 76,6 Prozent der weltweit erzeugten 346.000 Tonnen betrug. Bedeutende Produzenten von Hüttenzinn in Europa sind Belgien und Russland."
nld,"Het is ook mogelijk meer dan een enkele instantie op dezelfde computer te installeren. In dat geval moet elke instantie een andere, unieke naam krijgen, zodat alle communicatie met de juiste instantie kan verlopen. Het is wel mogelijk verscheidene namen te verbinden met dezelfde instantie. De gegevens van elke instantie worden van de andere gescheiden in een aparte mappenstructuur."
spa,"Cuando Jorge Robledo entró en el territorio caldense, Titirama y Pimarucua fueron los primeros caciques con quienes tuvo contacto en las faldas del Río Pozo, los cuales se encontraban en sus sementares provistas de armas, fue por el hecho de haber herido mortalmente a Robledo que los conquistadores le declararon la guerra a muerte a los indígenas cometiendo crueldades en esta provincia, Marmato fue descubierto en el año de 1536 por los soldados que bajo la orden del conquistador español Sebastián de Belalcazar, se encontraban a cargo del mariscal Jorge Robledo. En 1538 el conquistador Juan Badillo y sus soldados reconocieron el territorio pero al parecer no se animaron a permanecer en la región debido a que sus pobladores aborígenes (los Cartamas) se encontraban en pie de guerra, el 15 de agosto de 1539 Robledo funda Anserma, el conquistador Sebastián de Belalcázar, le ordena al Capitán Miguel López Muñoz fundar una villa el 25 de julio de 1542 se funda Santiago de Arma, ofendido con el Mariscal Jorge Robledo al que persigue y acosa. Miguel López fue encargado por Sebastián de Belalcázar en territorios de los aborígenes Concuyes o Armas que pocos años antes ya había descubierto Jorge Robledo, dicha delegación no era con el criterio de levantar un pueblo perdurable, sino más bien como una fuerza militar desde la cual tratarían de someter a las tribus vecinas. Robledo tras su incursión a territorio caldense, exterminó varias tribus indígenas y fundó colonias dando comienzo a una nueva era en el departamento."
nld,"Bij de volkstelling in 2000 werd het aantal inwoners vastgesteld op 231. In 2006 is het aantal inwoners door het United States Census Bureau geschat op 269, een stijging van 38 (16.5%)."
por,"Após a queda da Catalunha, Minorca, a única das Baleares sob controle da República, foi isolada de qualquer outro território republicano pelo bloqueio naval dos nacionalista. O general Francisco Franco, prometeu ao governo britânico que as tropas italianas de Mussolini iriam abandonar as Ilhas Baleares após a guerra, se o governo britânico concordasse em organizar a rendição da guarnição republicana."
spa,"BitTyrant es el resultado de proyectos de investigación en la Universidad de Washington y la Universidad de Massachusetts (campus de Amherst), desarrollado y sostenido por los profesores Tom Anderson, Arvind Krishnamurthy, y Arun Venkataramani y los alumnos Michael Piatek, Jarret Falkner, y Tomás Isdal. El documento que describe cómo funciona, Do Incentives Build Robustness in BitTorrent?[2]​(¿Los incentivos construyen robustez en BitTorrent?, pretendido para combatir la creencia común de que el protocolo de transferencia de BitTorrent ""must upload to download"" (debe cargar para descargar, en inglés) evita que los clientes estratégicos jueguen el sistema. Dicho estudio ganó un premio al mejor documento de estudiante en la conferencia de 2007 de Networked Systems Design and Implementation."
spa,"Carlos A. López es un barrio de Asunción (Paraguay), de creación relativamente reciente, es sin embargo producto de un desprendimiento sufrido por el tradicional Barrio Sajonia, uno de los más tradicionales de la capital de Paraguay."
fra,"En juin 2015, le terme « yarn-bombing » a fait son entrée dans l'English Oxford Dictionary avec la définition suivante : « the action or practice of covering or decorating public objects or monuments with colourful knitted or crocheted items and motifs, as a form of street art. ; an instance of this. Also : street art consisting of objects civered or decorated this way. »"
pol,"Sztuka konterfektu jest szczególnym obyczajem barokowym, wyjątkowo silnie związanym z kulturą sarmacką i dziejami Rzeczypospolitej, niemającym swojego odpowiednika w kulturze innych państw europejskich."
ita,"L'ultimo tedoforo è stata la fondista Stefania Belmondo, l'atleta italiana che ha vinto il maggior numero di medaglie olimpiche (10), che ha dato il via all'accensione del braciere olimpico, disegnato come la torcia da Pininfarina. La struttura, alta 57 metri, è il braciere più alto utilizzato finora nella storia dei Giochi Olimpici."
